name,position,average_appearances,average_clean_sheets,average_goals_conceded,average_tackles,average_tackle_success_percentage,average_last_man_tackles,average_blocked_shots,average_interceptions,average_clearances,average_headed_clearance,average_clearances_off_line,average_recoveries,average_duels_won,average_duels_lost,average_successful_50_50s,average_aerial_battles_won,average_aerial_battles_lost,average_own_goals,average_errors_leading_to_goal,average_assists,average_passes,average_passes_per_match,average_big_chances_created,average_crosses,average_cross_accuracy_percentage,average_through_balls,average_accurate_long_balls,average_yellow_cards,average_fouls,average_offsides,average_goals,average_headed_goals,average_goals_with_right_foot,average_goals_with_left_foot,average_hit_woodwork,average_goals_per_match,average_penalties_scored,average_freekicks_scored,average_shots_on_target,average_shooting_accuracy_percentage,average_big_chances_missed,average_saves,average_penalties_saved,average_punches,average_high_claims,average_catches,average_sweeper_clearances,average_throw_outs,average_goal_kicks
Martin Skrtel ,Defender,22.0,6.0,29.0,23.0,87.0,1.0,4.0,41.0,147.0,63.0,0.0,92.0,88.0,53.0,1.0,58.0,29.0,1.0,0.0,0.0,1173.0,53.32,1.0,1.0,0.0,0.0,56.0,5.0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Smalling ,Defender,35.0,17.0,31.0,55.0,71.0,1.0,7.0,97.0,180.0,91.0,0.0,194.0,203.0,137.0,12.0,124.0,70.0,1.0,0.0,1.0,1533.0,43.8,1.0,0.0,0.0,1.0,104.0,8.0,47.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith ,Defender,31.0,6.0,35.0,71.0,83.0,0.0,6.0,44.0,49.0,18.0,0.0,125.0,189.0,139.0,46.0,21.0,32.0,0.0,0.0,0.0,911.0,29.39,1.0,56.0,20.0,1.0,36.0,5.0,33.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Souaré ,Defender,34.0,7.0,45.0,32.0,72.0,0.0,3.0,84.0,122.0,26.0,0.0,191.0,105.0,100.0,17.0,26.0,24.0,1.0,0.0,1.0,1165.0,34.26,4.0,137.0,18.0,0.0,75.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stephens ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Sterry ,Defender,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook ,Defender,36.0,7.0,63.0,33.0,58.0,0.0,5.0,84.0,298.0,176.0,0.0,162.0,166.0,98.0,3.0,123.0,64.0,0.0,1.0,0.0,1577.0,43.81,1.0,1.0,0.0,0.0,175.0,5.0,16.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stones ,Defender,33.0,8.0,45.0,46.0,78.0,1.0,1.0,56.0,127.0,75.0,1.0,180.0,147.0,74.0,23.0,53.0,30.0,0.0,3.0,0.0,1566.0,47.45,4.0,4.0,50.0,1.0,144.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easah Suliman ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Tabanou ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Targett ,Defender,14.0,6.0,10.0,20.0,80.0,0.0,1.0,26.0,33.0,11.0,0.0,61.0,53.0,40.0,5.0,16.0,13.0,0.0,0.0,1.0,404.0,28.86,0.0,44.0,25.0,1.0,40.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Taylor ,Defender,10.0,2.0,17.0,3.0,67.0,0.0,1.0,17.0,37.0,18.0,0.0,33.0,16.0,15.0,2.0,7.0,8.0,1.0,0.0,0.0,324.0,32.4,0.0,0.0,0.0,0.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Terry ,Defender,24.0,6.0,34.0,21.0,81.0,0.0,3.0,38.0,88.0,46.0,0.0,90.0,77.0,42.0,2.0,49.0,22.0,1.0,0.0,0.0,924.0,38.5,0.0,0.0,0.0,1.0,32.0,2.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Robson ,Defender,1.0,0.0,2.0,4.0,50.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,9.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,36.0,36.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiago Ilori ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Tiendalli ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Toffolo ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tomkins ,Defender,25.0,8.0,24.0,62.0,68.0,0.0,1.0,54.0,101.0,45.0,0.0,118.0,116.0,64.0,5.0,34.0,20.0,0.0,2.0,0.0,835.0,33.4,2.0,15.0,27.0,0.0,67.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fikayo Tomori ,Defender,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Toner ,Defender,4.0,1.0,9.0,10.0,50.0,0.0,0.0,9.0,18.0,8.0,0.0,7.0,24.0,11.0,0.0,10.0,3.0,0.0,0.0,1.0,97.0,24.25,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tosin Adarabioyo ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran Trippier ,Defender,6.0,1.0,4.0,14.0,86.0,0.0,0.0,11.0,12.0,6.0,0.0,29.0,36.0,20.0,3.0,11.0,8.0,0.0,0.0,1.0,265.0,44.17,0.0,34.0,21.0,0.0,11.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Tuanzebe ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Turnbull ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Turner ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Antonio Valencia ,Defender,14.0,4.0,6.0,27.0,78.0,0.0,3.0,15.0,18.0,7.0,0.0,57.0,67.0,42.0,16.0,18.0,8.0,0.0,0.0,3.0,584.0,41.71,1.0,35.0,26.0,1.0,22.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick van Aanholt ,Defender,33.0,6.0,56.0,85.0,80.0,2.0,7.0,63.0,102.0,23.0,1.0,220.0,157.0,117.0,46.0,14.0,16.0,0.0,1.0,3.0,1067.0,32.33,4.0,56.0,21.0,1.0,46.0,2.0,16.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgil van Dijk ,Defender,34.0,10.0,36.0,59.0,75.0,1.0,4.0,96.0,260.0,152.0,0.0,163.0,249.0,103.0,16.0,163.0,58.0,0.0,0.0,0.0,1388.0,40.82,3.0,2.0,50.0,0.0,119.0,2.0,28.0,2.0,3.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Varela ,Defender,4.0,1.0,4.0,13.0,77.0,0.0,0.0,13.0,6.0,3.0,0.0,26.0,25.0,28.0,4.0,1.0,6.0,0.0,0.0,0.0,146.0,36.5,0.0,7.0,14.0,0.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Vergini ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Vertonghen ,Defender,29.0,9.0,29.0,48.0,75.0,0.0,4.0,63.0,174.0,98.0,0.0,126.0,134.0,63.0,13.0,54.0,36.0,1.0,0.0,0.0,1474.0,50.83,0.0,2.0,100.0,0.0,102.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker ,Defender,33.0,12.0,28.0,87.0,82.0,0.0,8.0,92.0,106.0,53.0,0.0,209.0,183.0,127.0,17.0,52.0,25.0,1.0,1.0,3.0,1250.0,37.88,5.0,78.0,23.0,1.0,77.0,7.0,29.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker-Peters ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliott Ward ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Wasilewski ,Defender,4.0,0.0,6.0,10.0,60.0,0.0,0.0,9.0,17.0,6.0,0.0,9.0,18.0,14.0,0.0,8.0,5.0,0.0,0.0,0.0,73.0,18.25,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Westley ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Whittaker ,Defender,8.0,0.0,16.0,12.0,83.0,0.0,2.0,7.0,23.0,12.0,0.0,28.0,23.0,36.0,5.0,3.0,7.0,0.0,0.0,0.0,304.0,38.0,0.0,15.0,20.0,0.0,13.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhoys Wiggins ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ro-Shaun Williams ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Williamson ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Wimmer ,Defender,10.0,4.0,6.0,5.0,60.0,0.0,0.0,20.0,49.0,23.0,1.0,43.0,17.0,25.0,0.0,9.0,8.0,0.0,0.0,0.0,541.0,54.1,0.0,0.0,0.0,0.0,46.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Wisdom ,Defender,10.0,1.0,15.0,19.0,84.0,0.0,1.0,8.0,23.0,12.0,0.0,53.0,40.0,27.0,8.0,10.0,10.0,0.0,0.0,0.0,307.0,30.7,1.0,25.0,16.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Wollscheid ,Defender,31.0,10.0,43.0,74.0,70.0,1.0,1.0,75.0,164.0,83.0,0.0,136.0,172.0,90.0,11.0,71.0,42.0,0.0,1.0,0.0,1220.0,39.35,0.0,0.0,0.0,0.0,89.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Yedlin ,Defender,23.0,6.0,26.0,39.0,74.0,0.0,0.0,25.0,89.0,31.0,1.0,81.0,97.0,84.0,22.0,24.0,30.0,0.0,0.0,1.0,519.0,22.57,2.0,41.0,17.0,0.0,21.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maya Yoshida ,Defender,20.0,4.0,18.0,13.0,62.0,2.0,0.0,33.0,67.0,24.0,0.0,69.0,40.0,29.0,0.0,22.0,10.0,0.0,3.0,0.0,485.0,24.25,0.0,7.0,14.0,0.0,42.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Young ,Defender,18.0,2.0,18.0,20.0,70.0,0.0,3.0,26.0,18.0,1.0,0.0,72.0,64.0,60.0,12.0,12.0,6.0,0.0,0.0,2.0,566.0,31.44,2.0,77.0,14.0,1.0,36.0,5.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Zabaleta ,Defender,13.0,3.0,16.0,43.0,72.0,0.0,2.0,25.0,35.0,16.0,0.0,47.0,73.0,59.0,3.0,18.0,14.0,0.0,0.0,1.0,575.0,44.23,1.0,19.0,0.0,0.0,13.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Zouma ,Defender,23.0,8.0,26.0,30.0,73.0,0.0,3.0,36.0,123.0,52.0,0.0,68.0,107.0,49.0,4.0,67.0,28.0,0.0,0.0,1.0,736.0,32.0,1.0,4.0,25.0,0.0,37.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphane Zubar ,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
